Age,Family_Income,Study_Hours_per_Day,Attendance_Rate,Assignment_Delay_Days,Travel_Time_Minutes,Stress_Index,GPA,Semester_GPA,CGPA,Semester,Parental_Education,GPA_Trend,Time_Pressure,Income_Study_Ratio,Gender_Male,Internet_Access_Yes,Part_Time_Job_Yes,Scholarship_Yes
22.6,-0.6487709389971793,3.57,86.0,2,38.4,7.4,1.36,1.59,1.57,3,3,0.020000000000000018,158.4,5470.459518599562,False,True,True,True
19.3,-0.6487709389971793,2.6,72.8,1,41.8,5.0,2.28,2.11,2.06,3,2,0.04999999999999982,101.8,6944.444444444444,False,True,False,True
23.6,-0.44293395592986967,4.24,77.3,1,22.1,3.0,2.77,3.1,3.14,2,1,-0.040000000000000036,82.1,5553.24427480916,True,False,False,False
23.5,-0.6487709389971793,2.85,78.8,1,28.8,6.3,2.62,2.35,2.29,4,4,0.06000000000000005,88.8,6493.506493506493,False,True,False,True
18.8,0.5922769262200664,2.63,79.8,1,16.9,3.9,2.88,2.49,2.51,3,1,-0.019999999999999574,76.9,13695.316804407714,True,True,True,True
18.0,-0.6487709389971793,4.99,76.2,2,19.0,2.6,4.0,4.0,4.0,1,4,0.0,139.0,4173.622704507512,False,True,True,True
26.0,2.8105859593985008,5.48,77.7,1,61.0,8.5,0.53,0.29,0.29,1,4,0.0,121.0,14489.043209876541,True,True,True,True
20.9,-0.5639052397086325,4.02,74.9,2,31.6,3.0,4.0,3.87,3.83,3,5,0.040000000000000036,151.6,5316.733067729084,True,True,True,False
22.0,0.05948102713634961,2.49,74.8,1,27.2,5.3,0.0,0.0,0.0,4,1,0.0,87.2,11204.58452722063,False,True,True,False
23.8,0.9345518412205013,4.05,76.4,1,24.0,4.6,2.32,2.57,2.55,2,1,0.020000000000000018,84.0,11194.059405940594,True,True,False,False
22.8,-0.3164388692388346,6.74,84.1,2,39.0,7.2,1.79,1.63,1.64,2,5,-0.010000000000000009,159.0,4085.0129198966406,True,True,False,False
19.7,-0.3898050151918327,4.62,72.5,2,37.2,4.5,0.69,0.45,0.45,1,3,0.0,157.2,5366.014234875444,True,True,False,False
19.2,0.14409564447433856,2.69,84.9,4,7.3,4.7,3.23,3.33,3.33,3,1,0.0,247.3,11053.929539295394,False,True,False,False
20.4,-0.25562682081372795,4.3,84.2,1,15.2,3.3,1.59,1.22,1.27,2,1,-0.050000000000000044,75.2,6194.1509433962265,False,True,False,False
21.9,-0.6487709389971793,4.33,79.9,1,39.7,4.6,2.85,2.87,2.78,2,3,0.0900000000000003,99.7,4690.431519699812,True,True,True,False
21.5,-0.6487709389971793,5.7,82.7,0,42.0,4.2,3.46,3.44,3.52,4,1,-0.08000000000000007,42.0,3731.3432835820895,True,True,True,True
19.7,-0.6487709389971793,5.28,98.6,1,30.8,5.6,4.0,3.85,3.79,4,2,0.06000000000000005,90.8,3980.891719745223,False,True,False,True
21.2,-0.6487709389971793,4.03,79.6,2,45.7,3.9,1.93,1.59,1.51,4,1,0.08000000000000007,165.7,4970.178926441352,False,True,False,True
19.1,0.17201595737636935,2.74,74.9,0,31.4,6.7,0.14,0.17,0.17,3,2,0.0,31.4,11054.812834224598,False,True,True,False
23.8,-0.6115605939245088,4.38,77.3,1,44.2,4.7,3.38,3.18,3.23,3,3,-0.04999999999999982,104.2,4784.5724907063195,True,True,True,False
21.3,-0.6487709389971793,3.79,75.6,2,19.5,7.9,0.86,1.25,1.25,1,1,0.0,139.5,5219.206680584551,True,True,True,True
23.1,-0.6487709389971793,4.01,83.6,1,33.6,4.9,3.47,3.65,3.66,3,3,-0.010000000000000231,93.6,4990.0199600798405,False,True,True,True
21.6,0.2645145479618742,4.06,89.1,1,30.1,4.7,3.27,2.6,2.6,3,1,0.0,90.1,8534.98023715415,False,True,False,False
17.1,0.14354326418311134,3.82,75.1,3,51.7,4.8,2.93,3.14,3.17,4,2,-0.029999999999999805,231.7,8460.165975103733,True,False,False,False
19.2,-0.6487709389971793,7.93,72.1,0,25.9,3.2,2.67,2.7,2.7,1,3,0.0,25.9,2799.5520716685332,False,True,True,True
22.6,2.1542075242502197,1.69,71.2,1,34.4,6.9,2.17,2.4,2.4,3,2,0.0,94.4,30043.86617100372,False,True,True,True
21.9,-0.6487709389971793,4.02,74.7,3,17.4,5.6,0.12,0.37,0.32,2,1,0.04999999999999999,197.4,4980.0796812749,False,True,True,True
25.4,-0.6487709389971793,3.01,79.3,2,14.1,3.6,2.22,2.16,2.26,4,1,-0.09999999999999964,134.1,6234.413965087282,False,True,False,False
19.2,-0.3038345553208314,3.81,87.3,1,24.6,3.5,3.81,4.0,4.0,3,3,0.0,84.6,6625.5717255717245,False,True,False,True
21.6,-0.6487709389971793,5.64,81.7,1,11.0,5.3,2.82,2.83,2.82,2,3,0.010000000000000231,71.0,3765.0602409638554,False,True,False,True
20.9,-0.6487709389971793,4.1,76.0,1,19.7,8.2,3.05,2.32,2.31,3,2,0.009999999999999787,79.7,4901.9607843137255,False,True,True,True
19.0,0.9252618090498615,4.15,85.5,1,11.9,5.6,1.69,2.1,2.08,3,1,0.020000000000000018,71.9,10940.776699029126,False,True,False,False
22.0,0.12958310773209594,1.45,77.3,3,32.8,6.7,1.78,2.16,2.18,4,2,-0.020000000000000018,212.8,16530.61224489796,False,True,True,False
22.3,-0.6487709389971793,5.13,78.0,2,20.1,5.4,2.38,2.53,2.53,1,1,0.0,140.1,4078.3034257748777,True,True,False,False
20.1,-0.3312527043217466,5.15,84.1,0,5.0,8.1,3.5,3.34,3.24,4,1,0.09999999999999964,5.0,5093.170731707317,True,True,False,False
22.1,-0.6165822329356654,4.23,76.2,3,29.6,3.3,0.15,0.02,0.0,4,1,0.02,209.6,4902.676864244741,True,True,False,False
20.6,-0.6487709389971793,3.27,79.1,0,32.8,9.1,1.53,1.83,1.8,3,2,0.030000000000000027,32.8,5854.800936768151,False,True,False,True
21.3,-0.4084855123133353,4.027431865828092,75.5,3,32.2,5.515947888589398,3.04,3.03,3.03,2,1,0.0,212.2,5924.496004103275,False,True,True,False
18.3,1.1823697264210802,3.81,85.6,1,42.8,6.0,3.2,2.96,2.94,4,5,0.020000000000000018,102.8,12778.586278586277,False,True,True,True
19.3,-0.5110273809211534,4.92,94.4,4,51.2,8.0,2.42,2.58,2.6,2,3,-0.020000000000000018,291.2,4686.3175675675675,False,True,True,False
21.3,-0.4084855123133353,4.027431865828092,63.3,0,48.2,5.515947888589398,3.68,3.74,3.74,1,2,0.0,48.2,5924.496004103275,True,False,True,False
17.0,-0.4084855123133353,4.027431865828092,92.8,1,21.0,5.515947888589398,2.52,2.73,2.69,4,2,0.040000000000000036,81.0,5924.496004103275,True,True,True,False
20.7,-0.6487709389971793,4.57,83.1,2,26.1,2.8,3.08,2.95,2.97,2,1,-0.020000000000000018,146.1,4488.3303411131055,False,True,False,True
20.2,3.7173935320331624,4.16,75.1,4,5.8,6.7,1.49,1.63,1.74,4,1,-0.1100000000000001,245.8,21695.15503875969,True,True,False,True
22.5,0.8809207365813486,1.59,90.3,2,38.4,5.4,3.95,3.77,3.75,2,1,0.020000000000000018,158.4,21413.899613899615,False,True,True,True
17.8,0.8875493000760754,4.06,87.1,1,22.7,5.5,1.2,1.21,1.27,4,1,-0.06000000000000005,82.7,10986.956521739132,True,True,False,False
20.5,0.12782553407819114,4.42,86.8,4,9.2,5.8,2.59,2.99,2.95,2,2,0.040000000000000036,249.2,7465.867158671586,True,True,True,True
20.5,-0.10101055566021579,3.4,83.7,1,26.7,7.2,0.69,0.58,0.56,3,5,0.019999999999999907,86.7,8160.90909090909,True,True,True,False
21.5,-0.6487709389971793,3.07,84.2,2,16.8,4.4,3.17,3.06,3.03,2,1,0.03000000000000025,136.8,6142.506142506142,False,True,False,False
22.1,-0.6487709389971793,5.44,78.0,3,37.7,5.9,2.59,3.08,3.18,3,1,-0.10000000000000009,217.7,3881.987577639751,True,True,False,False
23.5,-0.4470014835289065,3.69,90.1,3,44.8,5.9,2.4,2.57,2.61,4,1,-0.040000000000000036,224.8,6187.206823027719,True,True,False,False
19.7,-0.5406048346968658,2.28,65.6,6,25.3,4.2,0.68,0.68,0.7,2,1,-0.019999999999999907,385.3,8278.658536585366,False,True,True,False
23.7,-0.23920606124724583,5.17,78.6,0,10.1,6.4,4.0,3.64,3.65,4,2,-0.009999999999999787,10.1,5373.743922204214,True,False,False,True
19.5,-0.5878584577918495,4.36,68.9,2,6.2,4.8,0.36,0.81,0.84,3,3,-0.029999999999999916,126.2,4890.485074626866,False,True,False,True
20.8,-0.3036336897603852,2.87,72.7,1,53.3,1.6,3.11,3.21,3.15,3,3,0.06000000000000005,113.3,8235.917312661499,True,True,False,True
20.6,1.4841702309915927,4.79,77.5,2,32.8,4.4,3.64,3.66,3.69,2,2,-0.029999999999999805,152.8,11653.713298791019,True,True,False,True
20.0,-0.6487709389971793,5.23,87.4,0,17.5,4.4,4.0,4.0,4.0,2,1,0.0,17.5,4012.8410914927767,False,True,False,False
24.2,-0.39196431996663006,5.19,84.5,2,28.8,4.6,3.58,3.64,3.61,3,2,0.03000000000000025,148.8,4864.943457189014,False,True,True,False
23.0,-0.6487709389971793,3.2,80.6,0,14.8,6.2,2.89,3.01,2.9,3,2,0.10999999999999988,14.8,5952.380952380952,True,True,False,False
19.4,-0.6487709389971793,6.15,68.2,1,23.7,6.0,3.54,3.53,3.59,2,1,-0.06000000000000005,83.7,3496.5034965034965,True,True,False,False
19.2,-0.6487709389971793,1.37,73.7,1,43.0,7.2,0.31,0.04,0.03,3,3,0.010000000000000002,103.0,10548.523206751055,False,True,False,False
23.9,-0.3963331459063363,3.01,80.9,2,26.0,6.0,2.96,3.29,3.29,1,1,0.0,146.0,7488.029925187033,True,False,True,True
18.9,-0.3783556782463956,5.52,70.9,2,5.0,5.9,3.33,3.29,3.29,1,3,0.0,125.0,4660.276073619632,True,True,False,False
17.2,1.9996916918769307,5.54,74.1,4,41.8,4.5,3.15,2.92,2.97,4,4,-0.050000000000000266,281.8,11887.003058103975,False,True,False,True
22.0,-0.6487709389971793,5.97,96.6,5,10.1,3.5,4.0,4.0,4.0,3,2,0.0,310.1,3586.800573888092,True,True,True,False
20.4,-0.05621753568069879,5.49,73.3,3,18.4,3.3,3.38,3.08,3.07,4,1,0.010000000000000231,198.4,5670.261941448382,True,True,False,False
19.0,-0.4244543243688133,3.95,79.1,0,36.5,3.3,1.61,2.02,2.0,3,2,0.020000000000000018,36.5,5952.929292929292,False,True,False,True
23.5,-0.6487709389971793,4.68,82.9,2,39.9,7.0,1.66,1.79,1.8,2,1,-0.010000000000000009,159.9,4401.408450704225,True,True,False,False
17.1,-0.6487709389971793,2.9,85.4,3,26.5,3.4,1.56,1.71,1.71,3,1,0.0,206.5,6410.25641025641,False,True,False,False
22.0,-0.6487709389971793,1.23,89.7,1,56.3,4.4,1.74,2.15,2.08,3,3,0.06999999999999984,116.3,11210.762331838565,True,False,False,False
23.7,-0.6487709389971793,5.09,89.3,1,7.0,3.9,3.15,2.89,2.94,4,2,-0.04999999999999982,67.0,4105.0903119868635,True,True,True,False
23.1,-0.4452941262651133,1.67,78.1,1,54.5,4.2,3.13,3.12,3.05,4,1,0.07000000000000028,114.5,10880.898876404495,False,True,False,False
19.7,2.297474885238518,5.48,72.6,1,26.1,5.1,2.97,2.88,2.93,4,4,-0.050000000000000266,86.1,12912.191358024691,True,True,True,False
19.3,-0.6487709389971793,3.46,91.7,1,26.0,2.2,4.0,4.0,4.0,3,1,0.0,86.0,5605.3811659192825,True,True,True,False
22.0,-0.10196466707233555,3.69,81.1,3,36.9,5.1,1.73,1.85,1.82,4,2,0.030000000000000027,216.9,7652.23880597015,True,False,False,True
23.3,-0.6487709389971793,4.82,77.2,4,37.1,4.0,0.88,1.11,1.15,4,2,-0.039999999999999813,277.1,4295.53264604811,True,False,False,True
21.9,-0.4084855123133353,4.027431865828092,93.6,2,29.0,5.515947888589398,2.49,2.35,2.32,3,2,0.03000000000000025,149.0,5924.496004103275,True,True,True,False
17.4,0.363842567602552,2.61,79.0,2,22.9,4.8,2.35,1.49,1.51,4,5,-0.020000000000000018,142.9,12511.080332409972,False,True,False,False
20.5,-0.1893914022565722,3.73,91.6,2,34.1,8.2,2.52,2.42,2.43,2,1,-0.010000000000000231,154.1,7219.450317124735,True,True,False,True
21.3,-0.6487709389971793,4.5,78.2,3,50.8,6.7,0.51,0.22,0.19,4,2,0.03,230.8,4545.454545454545,False,True,True,True
22.4,-0.17397497049232138,3.43,83.1,1,41.3,6.5,2.2,1.8,1.78,4,1,0.020000000000000018,101.3,7777.652370203161,True,False,True,True
21.4,1.811129147008,3.73,60.6,0,47.9,6.6,1.51,1.35,1.33,4,1,0.020000000000000018,47.9,15641.860465116277,True,True,True,False
22.3,0.4444398737316157,3.64,71.4,2,24.1,10.0,0.75,0.86,0.86,1,1,0.0,144.1,10079.741379310344,False,True,True,True
23.3,-0.6487709389971793,2.35,72.1,5,30.2,6.4,1.07,0.95,0.93,3,1,0.019999999999999907,330.2,7462.686567164179,False,True,True,True
22.3,1.0664702980435856,2.53,86.8,0,41.9,3.9,1.38,0.67,0.67,1,2,0.0,41.9,16758.356940509915,False,True,False,False
20.0,-0.6487709389971793,3.62,79.1,2,15.7,6.1,0.97,0.8,0.77,2,1,0.030000000000000027,135.7,5411.255411255411,True,True,False,False
18.6,-0.5192126525093387,3.15,67.6,2,19.2,3.8,0.26,0.32,0.32,1,2,0.0,139.2,6645.7831325301195,True,True,False,False
21.9,0.48541644806265366,2.86,82.0,0,35.0,6.5,3.45,3.48,3.48,1,3,0.0,35.0,12327.9792746114,False,False,True,False
20.4,2.2248619851371934,4.34,78.8,4,31.1,4.2,1.55,1.19,1.19,1,1,0.0,271.1,15397.940074906368,True,True,False,True
24.7,-0.6487709389971793,5.16,82.5,2,35.1,6.4,1.96,2.11,2.17,3,5,-0.06000000000000005,155.1,4058.4415584415583,False,True,False,True
23.2,-0.6487709389971793,4.51,67.4,2,24.8,5.6,1.36,1.49,1.49,1,4,0.0,144.8,4537.205081669692,False,True,False,False
22.2,-0.4764785045243959,5.34,69.6,1,19.5,7.2,0.41,0.75,0.79,3,2,-0.040000000000000036,79.5,4484.3848580441645,True,True,False,False
17.9,2.993674917745271,6.19,96.6,1,24.2,4.3,4.0,4.0,4.0,3,3,0.0,84.2,13565.368567454798,True,True,False,True
18.7,0.9758799302823202,5.19,97.4,5,43.6,5.4,2.83,2.67,2.67,1,2,0.0,343.6,9265.428109854603,False,True,False,True
18.9,-0.6487709389971793,3.72,79.9,1,15.4,8.2,0.94,0.84,0.76,2,2,0.07999999999999996,75.4,5296.610169491525,False,True,True,True
19.2,-0.6487709389971793,3.23,94.6,2,23.9,7.0,1.23,1.73,1.73,1,1,0.0,143.9,5910.16548463357,False,True,True,False
21.2,-0.12762524241934584,3.16,82.5,1,11.7,6.1,0.0,0.33,0.24,3,1,0.09000000000000002,71.7,8504.326923076922,True,True,True,False
20.4,-0.6487709389971793,5.81,81.0,0,46.6,5.0,1.42,1.76,1.86,2,3,-0.10000000000000009,46.6,3671.0719530102792,True,True,False,True
23.0,-0.6487709389971793,5.41,86.8,5,28.4,4.3,3.22,3.21,3.22,4,3,-0.010000000000000231,328.4,3900.1560062402496,False,True,False,True
20.4,0.48365887440874883,6.5,90.3,3,19.6,5.5,1.58,2.28,2.24,4,1,0.03999999999999959,199.6,6340.133333333333,False,True,False,False
23.5,-0.6487709389971793,4.44,81.4,2,24.3,9.5,1.14,1.38,1.39,3,2,-0.010000000000000009,144.3,4595.588235294117,True,True,True,True
17.0,0.010871561508353583,3.98,70.1,0,68.8,4.0,4.0,3.33,3.34,2,3,-0.009999999999999787,68.8,7657.831325301204,False,True,True,True
23.6,0.41626847887902707,2.77,85.7,2,48.9,2.7,3.77,3.14,3.24,2,2,-0.10000000000000009,168.9,12257.029177718832,True,True,True,True
23.6,-0.6487709389971793,3.21,71.4,0,29.5,7.0,0.0,0.0,0.05,2,1,-0.05,29.5,5938.242280285036,False,True,False,False
21.3,1.3560682198169876,3.21,85.6,2,33.1,4.1,2.5,2.24,2.24,1,3,0.0,153.1,15421.377672209026,False,False,False,True
20.2,-0.6487709389971793,4.18,100.0,2,36.5,4.0,3.92,4.0,4.0,2,3,0.0,156.5,4826.254826254826,False,True,False,True
20.2,-0.4733148719473672,3.6,96.0,0,5.0,5.0,3.9,3.89,3.93,3,1,-0.040000000000000036,5.0,6194.347826086957,True,True,False,False
18.2,-0.4084855123133353,4.027431865828092,85.8,4,30.7,5.515947888589398,2.75,3.13,3.13,1,3,0.0,270.7,5924.496004103275,True,True,False,False
18.9,-0.6487709389971793,3.47,86.6,3,14.1,5.8,1.82,1.81,1.8,4,2,0.010000000000000009,194.1,5592.841163310961,False,False,False,True
19.3,-0.6487709389971793,3.52,82.1,2,21.9,5.4,2.18,2.51,2.62,2,2,-0.11000000000000032,141.9,5530.973451327434,True,True,False,False
23.1,4.801866692882545,3.85,72.7,2,5.0,5.8,3.33,3.33,3.32,3,4,0.010000000000000231,125.0,27534.639175257733,False,True,False,False
18.5,-0.6487709389971793,2.97,95.2,0,14.9,5.7,2.39,1.95,1.95,1,2,0.0,14.9,6297.229219143576,True,False,False,True
22.2,-0.2671263741492766,5.04,78.9,3,27.1,4.0,3.04,3.19,3.23,2,2,-0.040000000000000036,207.1,5397.350993377483,False,False,False,True
20.1,-0.26210473513812,6.22,84.2,0,33.9,1.0,4.0,3.73,3.73,1,3,0.0,33.9,4529.085872576177,False,True,False,False
22.2,-0.4084855123133353,4.027431865828092,88.2,3,32.8,5.515947888589398,2.9,2.4,2.4,1,3,0.0,212.8,5924.496004103275,False,True,False,False
19.9,-0.6487709389971793,2.72,94.0,3,36.0,8.3,2.1,2.14,2.11,4,5,0.03000000000000025,216.0,6720.430107526881,True,True,False,True
19.9,0.43233772371472823,3.49,87.1,1,35.9,4.5,3.5,3.64,3.64,1,3,0.0,95.9,10362.806236080178,False,True,False,True
21.9,-0.12526507208410223,3.99,88.9,1,9.0,6.1,4.0,3.8,3.8,4,1,0.0,69.0,7099.198396793587,True,True,False,False
21.6,0.5751531371920223,5.41,85.0,0,26.0,4.7,2.59,2.21,2.12,2,2,0.08999999999999986,26.0,7702.496099843994,True,True,False,False
20.7,0.498924657002665,2.84,84.6,2,43.7,4.2,2.69,2.88,2.81,4,1,0.06999999999999984,163.7,12462.239583333334,False,True,False,False
21.1,3.852877352554168,2.31,80.3,1,23.0,3.3,3.02,3.24,3.21,2,1,0.03000000000000025,83.0,34635.95166163142,False,True,False,False
21.2,-0.6487709389971793,4.13,87.3,5,35.3,4.9,3.39,3.23,3.23,1,2,0.0,335.3,4873.294346978558,True,True,False,False
20.5,-0.6487709389971793,3.06,78.3,1,25.1,4.8,0.39,0.09,0.09,4,2,0.0,85.1,6157.635467980294,False,True,False,True
23.3,2.04071848259808,2.18,97.6,2,6.0,3.3,0.64,0.57,0.57,1,3,0.0,126.0,24703.77358490566,False,True,True,True
17.0,-0.6487709389971793,5.16,84.0,2,33.0,5.7,1.63,1.78,1.81,2,2,-0.030000000000000027,153.0,4058.4415584415583,False,True,True,False
18.9,-0.46292007919427297,3.56,65.0,1,27.2,4.4,0.68,1.41,1.42,4,2,-0.010000000000000009,87.2,6294.078947368421,True,True,False,False
20.9,-0.17980007174526308,6.91,87.7,1,27.8,2.5,4.0,3.59,3.55,3,3,0.040000000000000036,87.8,4341.213653603034,False,True,False,False
23.4,3.4336709279028135,3.83,79.4,1,28.4,7.0,3.45,2.99,2.89,3,2,0.10000000000000009,88.4,22007.66045548654,False,True,True,True
23.8,-0.5910723067589898,6.84,76.2,1,25.3,8.6,2.4,2.45,2.48,4,2,-0.029999999999999805,85.3,3335.331632653061,True,False,False,False
21.4,0.6602699184311269,2.51,74.6,2,28.6,7.2,1.91,1.72,1.66,3,1,0.06000000000000005,148.6,14549.28774928775,False,True,False,True
21.9,-0.6487709389971793,4.04,85.0,1,20.8,2.4,4.0,3.79,3.81,3,2,-0.020000000000000018,80.8,4960.31746031746,True,False,False,False
20.9,-0.6487709389971793,4.78,81.1,3,60.0,6.4,2.36,2.16,2.15,3,1,0.010000000000000231,240.0,4325.259515570934,True,True,False,True
24.2,-0.4084855123133353,4.027431865828092,95.9,0,13.2,5.515947888589398,1.36,1.73,1.66,3,5,0.07000000000000006,13.2,5924.496004103275,True,True,True,True
20.7,2.8321287907563626,4.41,98.0,2,25.2,6.9,0.4,0.44,0.34,4,3,0.09999999999999998,145.2,17434.01109057301,False,True,True,True
24.1,-0.6487709389971793,3.23,85.2,2,55.8,2.7,2.91,3.16,3.07,2,1,0.0900000000000003,175.8,5910.16548463357,False,True,True,False
22.4,-0.19391087736661317,5.61,79.4,1,21.9,5.1,2.11,1.83,1.85,2,2,-0.020000000000000018,81.9,5152.49621785174,True,False,True,False
17.7,-0.5783675600607636,5.08,88.9,1,29.2,4.4,1.02,0.72,0.69,4,1,0.030000000000000027,89.2,4342.434210526316,True,True,True,False
20.0,-0.2383523826153492,5.41,82.6,4,23.7,5.6,0.47,0.0,0.0,1,3,0.0,263.7,5175.195007800312,False,True,False,False
24.7,0.3158356986558948,6.03,82.4,0,46.3,7.1,2.29,2.41,2.46,2,2,-0.04999999999999982,46.3,6288.620199146515,False,True,False,True
20.6,0.8199580389859074,3.59,70.6,2,61.4,7.9,1.72,1.84,1.76,3,1,0.08000000000000007,181.4,11818.736383442267,False,True,True,False
20.9,-0.6487709389971793,2.73,88.7,4,24.8,5.5,0.49,0.6,0.6,1,2,0.0,264.8,6702.412868632708,True,True,False,False
21.1,2.898565074873965,3.49,73.5,0,25.2,6.0,2.44,2.14,2.1,4,1,0.040000000000000036,25.2,21300.89086859688,False,True,False,False
19.2,-0.4084855123133353,4.027431865828092,72.7,2,40.8,5.515947888589398,1.3,1.58,1.67,2,1,-0.08999999999999986,160.8,5924.496004103275,True,True,False,False
17.6,-0.4084855123133353,4.027431865828092,65.8,2,42.0,5.515947888589398,3.41,3.32,3.34,3,1,-0.020000000000000018,162.0,5924.496004103275,True,True,True,False
21.5,0.5584812956749824,5.32,69.9,2,26.4,4.3,1.13,1.09,1.08,3,3,0.010000000000000009,146.4,7759.651898734177,True,True,True,False
22.0,0.6301400843641873,5.53,91.6,0,25.1,3.4,2.07,2.52,2.52,1,3,0.0,25.1,7728.637059724349,True,True,False,False
18.1,-0.4084855123133353,4.027431865828092,61.3,1,5.0,5.515947888589398,2.35,2.25,2.27,4,4,-0.020000000000000018,65.0,5924.496004103275,True,True,False,False
19.4,-0.6209510588753716,3.86,98.2,2,28.5,4.4,2.02,2.15,2.15,1,1,0.0,148.5,5258.024691358025,False,True,False,False
21.3,-0.09081662846756786,1.45,76.1,1,6.4,5.6,0.1,0.26,0.26,1,3,0.0,66.4,14739.183673469386,False,True,False,False
17.0,-0.329695996228288,3.76,74.3,0,31.9,6.6,1.17,1.58,1.58,1,2,0.0,31.9,6586.9747899159665,False,True,True,True
21.5,-0.05918030269728119,2.86,84.2,3,9.7,7.0,0.5,0.43,0.43,1,5,0.0,189.7,9518.39378238342,True,True,False,True
24.5,-0.6487709389971793,5.33,62.2,1,13.9,8.2,1.47,1.22,1.29,2,1,-0.07000000000000006,73.9,3949.447077409163,False,True,False,False
21.2,-0.3807158485816392,3.52,82.0,3,56.2,7.4,0.11,0.0,0.0,2,1,0.0,236.2,6711.946902654868,True,True,True,False
19.9,-0.6487709389971793,3.72,81.7,4,36.0,7.0,0.63,1.09,1.01,3,3,0.08000000000000007,276.0,5296.610169491525,True,True,False,False
18.0,0.7376533755930504,2.62,80.0,0,19.2,7.7,0.15,0.22,0.2,4,1,0.01999999999999999,19.2,14532.872928176796,False,True,False,True
22.6,-0.41230195796181435,4.57,88.5,0,41.3,3.9,3.87,3.7,3.69,3,4,0.010000000000000231,41.3,5333.75224416517,True,True,False,True
23.5,1.1471178205627608,3.47,81.8,1,22.4,4.9,1.29,1.09,1.16,2,1,-0.06999999999999984,82.4,13593.512304250557,True,True,True,False
23.1,0.32607984223865427,0.92,85.4,2,45.4,5.2,1.25,0.94,0.96,4,2,-0.020000000000000018,165.4,23131.770833333336,False,True,True,False
19.6,-0.6487709389971793,4.66,75.7,3,39.0,1.8,3.69,3.71,3.64,4,2,0.06999999999999984,219.0,4416.961130742049,True,True,True,False
21.3,-0.6487709389971793,6.14,87.8,1,34.7,3.6,4.0,3.74,3.73,2,3,0.010000000000000231,94.7,3501.40056022409,True,False,True,False
21.4,-0.6487709389971793,2.76,78.2,1,16.5,8.2,1.01,0.93,0.83,2,2,0.10000000000000009,76.5,6648.936170212766,False,True,True,True
20.3,0.3647966790146718,4.66,88.0,1,24.0,4.0,2.99,3.08,3.15,3,2,-0.06999999999999984,84.0,7983.03886925795,True,True,False,True
22.1,-0.4653806823097397,6.06,82.8,0,39.4,6.2,4.0,4.0,4.0,4,2,0.0,39.4,4058.356940509915,False,True,False,False
21.3,-0.1698070101130614,6.72,86.2,1,33.6,7.0,3.11,2.91,2.87,3,1,0.040000000000000036,93.6,4473.834196891192,True,True,False,False
18.8,0.7625607050883872,0.89,68.4,2,56.2,4.0,1.71,1.61,1.58,4,3,0.030000000000000027,176.2,28097.883597883596,False,False,False,False
20.2,-0.24538267723096846,5.82,87.5,1,21.5,5.4,1.49,1.5,1.53,4,2,-0.030000000000000027,81.5,4843.548387096774,False,True,False,False
22.5,-0.07971880625291174,4.84,69.4,2,27.4,5.5,2.62,2.64,2.67,3,2,-0.029999999999999805,147.4,6221.232876712329,False,False,False,True
21.0,-0.5563727811918976,1.88,85.1,2,34.8,8.0,2.8,2.49,2.51,2,1,-0.019999999999999574,154.8,9319.444444444445,True,True,False,True
22.9,-0.6487709389971793,2.09,77.2,1,8.9,5.2,2.67,2.56,2.59,4,3,-0.029999999999999805,68.9,8090.614886731392,True,True,True,False
20.1,-0.6487709389971793,2.1,85.1,4,46.6,4.6,3.07,3.18,3.14,4,3,0.040000000000000036,286.6,8064.516129032258,True,True,False,False
19.8,-0.5019884307010715,3.76,75.5,1,10.7,2.3,2.15,1.84,1.84,3,1,0.0,70.7,5866.176470588235,True,True,True,False
18.6,-0.5491416210158321,2.25,75.8,5,46.7,5.0,1.5,1.56,1.56,1,1,0.0,346.7,8302.76923076923,True,True,False,True
18.6,1.3380907521570469,4.65,79.4,1,49.9,7.9,3.76,3.78,3.86,4,1,-0.08000000000000007,109.9,11427.610619469026,True,True,False,True
18.8,-0.051246113059653736,3.36,78.1,0,11.5,5.3,2.93,2.69,2.69,1,2,0.0,11.5,8463.073394495414,False,True,True,False
20.4,0.14088179550719834,5.25,84.5,2,5.0,5.0,3.17,3.4,3.28,3,1,0.1200000000000001,125.0,6516.0,False,False,False,False
22.7,-0.5367883890483868,2.45,79.9,2,39.1,2.9,2.07,2.38,2.38,1,2,0.0,159.1,7892.753623188405,True,True,False,False
17.8,-0.04351278898247255,5.16,81.6,3,30.4,3.8,3.42,3.45,3.45,1,1,0.0,210.4,6015.097402597403,False,True,False,True
24.6,-0.5651104330713101,5.61,76.4,2,31.5,4.0,3.12,2.8,2.75,3,3,0.04999999999999982,151.5,4034.1906202723144,False,True,True,False
21.1,-0.6487709389971793,4.17,93.8,3,33.8,5.9,2.27,2.54,2.54,2,1,0.0,213.8,4835.58994197292,True,False,True,False
18.8,2.177256847311429,5.31,84.2,2,29.6,1.4,4.0,4.0,4.0,2,3,0.0,149.6,12880.665610142632,False,True,False,True
23.3,0.0925736282198717,2.84,71.7,2,23.4,2.9,1.35,1.53,1.52,4,2,0.010000000000000009,143.4,10354.947916666668,True,True,False,False
20.9,-0.5034949224044184,6.23,75.0,2,25.4,3.9,2.46,2.52,2.52,1,2,0.0,145.4,3857.9529737206085,False,False,False,False
